series_played,pid,batRI,bowlRI,clusterRI
3,749.0,-0.09521376768232845,0.765526165804178,0
1,752.0,-0.938530135301353,0.4110151187904967,0
4,758.0,0.05918174812598436,0.362027799535144,0
2,770.0,-0.09697580645161291,0.06592704210596931,0
1,777.0,-0.08179366149696561,5.097015077294994,4
1,778.0,0.0,0.5338698390482857,0
4,781.0,-0.09628770322178282,2.039430981499684,3
11,791.0,0.15914024368244692,1.3801091708332864,3
7,801.0,0.010372544510043824,-0.8574883720930233,2
3,804.0,-0.041965267172472176,0.28303369516056087,0
1,805.0,-0.09517045454545454,1.0386075949367088,3
3,809.0,-0.0010448648113300883,-0.8574883720930233,2
2,810.0,-0.00506181700110187,-0.8574883720930233,2
2,823.0,-0.038062895366386226,-0.8574883720930233,2
1,835.0,-0.08937198067632852,3.567236348478532,1
4,842.0,0.07523920066627167,0.7483311884114252,0
1,850.0,-0.938530135301353,2.703725961538462,1
20,854.0,-0.00011755863595655017,0.09357843521900144,0
8,855.0,0.011293708506681276,1.790593849613609,3
4,859.0,-0.1811912225705329,1.9454302554086316,3
1,866.0,-0.938530135301353,0.9469527896995708,3
1,867.0,-0.19734063355494721,8.3546869918513,4
19,869.0,-0.07593926514330597,1.8265491823642546,3
1,871.0,-0.938530135301353,-0.8574883720930233,2
17,872.0,-0.11982954491421806,0.9876517511739182,3
3,878.0,-0.06922069417157825,0.6883639856531509,0
5,885.0,0.05579344571739468,-0.029961587708066586,0
1,888.0,-0.1279486181393538,-0.8574883720930233,2
1,896.0,-0.027374301675977656,0.4856304985337242,0
1,897.0,-0.08012269938650307,3.8658614113159566,1
2,903.0,-0.012592427314990034,1.2409638554216866,3
6,906.0,-0.12781479868192916,-0.8574883720930233,2
7,907.0,-0.024207362219124163,0.9456634197961282,3
11,908.0,-0.04511119361378048,-0.8574883720930233,2
24,928.0,0.0041210507775825715,1.5080211563868293,3
7,929.0,-0.026579069471546646,0.5971294464567538,0
17,930.0,-0.041279114747553705,0.5946360153256707,0
24,931.0,-0.07066622497406629,-0.8574883720930233,2
1,932.0,-0.938530135301353,-0.09894686452848254,0
4,933.0,0.01172901921132457,0.5902540128075094,0
6,934.0,0.02663756226051898,0.9093016414638976,3
1,938.0,-0.09999999999999998,-0.13343108504398826,0
11,944.0,-0.043376682622833986,-0.8574883720930233,2
3,945.0,0.1084479386922061,-0.8574883720930233,2
2,946.0,0.004168411698009147,0.5411171450737006,0
2,952.0,0.049771167048054926,-0.8574883720930233,2
1,956.0,-0.07860199714693296,-0.8574883720930233,2
2,957.0,-0.11764204204204204,1.0552852756211888,3
1,958.0,0.11322869955156954,0.44639255236617525,0
3,959.0,-0.01674336689519924,1.1771800858331851,3
30,962.0,-0.09126953838883324,1.7785672109523378,3
2,964.0,-0.029453792735042738,-0.8574883720930233,2
5,967.0,-0.1248558322983268,1.4606335142454578,3
1,968.0,0.23790226460071512,-0.8574883720930233,2
6,970.0,-0.15781830736512695,-0.8574883720930233,2
8,971.0,0.01733147317449496,-0.8574883720930233,2
5,972.0,-0.08899260165544373,0.4746268656716418,0
11,979.0,-0.012278709472008681,-0.8574883720930233,2
1,984.0,-0.19511002444987774,-0.054929577464788736,0
18,986.0,-0.05423424891867763,-0.8574883720930233,2
2,992.0,-0.09696561024949427,0.6012683359743035,0
3,1004.0,-0.1,0.7850788657551308,0
1,1005.0,0.020763358778625954,0.3733333333333333,0
4,1009.0,-0.06494191121683648,1.9762502357691085,3
1,1022.0,-0.05551161641127039,0.4588770864946889,0
4,1024.0,-0.04929431443154662,-0.8574883720930233,2
3,1025.0,0.1011286568013886,0.5856259659969087,0
9,1030.0,-0.06970881926274204,-0.0029965753424657533,0
14,1051.0,-0.06000571439021199,1.0570095982542795,3
5,1054.0,-0.05818341795618851,-0.8574883720930233,2
2,1055.0,0.023394495412844028,-0.20866823465248666,0
1,1056.0,-0.938530135301353,2.3827851644506657,1
12,1057.0,-0.010934467694058737,-0.8574883720930233,2
3,1058.0,-0.09645892351274786,0.3136328540221116,0
2,1066.0,-0.09492682926829268,1.8032307378719936,3
5,1067.0,0.0020028225962490367,2.2838873649431794e-18,0
4,1068.0,-0.1650375472519672,-0.8574883720930233,2
37,1070.0,0.02285390934379133,1.1244065041097477,3
12,1074.0,0.01966844005585536,-0.01084864391951006,0
1,1076.0,0.04599542334096111,0.472541520979021,0
2,1085.0,-0.17995555872527097,1.808422560481537,3
2,1088.0,0.007013969039658299,-0.8574883720930233,2
1,1089.0,-0.09749702026221692,-0.8574883720930233,2
8,1090.0,-0.054582746300145965,1.4484648457261513,3
4,1098.0,-0.06043503531243964,0.14001647462347164,0
3,1101.0,-0.040340909090909094,0.4650976715111736,0
2,1108.0,-0.03493467624135572,3.1057539763300444,1
1,1109.0,-0.2612689762553523,1.8870541082164334,3
1,1113.0,-0.938530135301353,0.5228506787330316,0
2,1114.0,-0.11574562609920566,-0.8574883720930233,2
2,1125.0,-0.0812338411799402,0.33330683992419224,0
1,1129.0,-0.2725212464589235,-0.8574883720930233,2
3,1133.0,-0.1427862939585212,2.9975967204477545,1
3,1147.0,-0.0369454349609979,1.2833721533412639,3
7,1162.0,-0.058814499262549114,-0.8574883720930233,2
34,1169.0,0.07685421725018753,0.15045911042835636,0
4,1177.0,-0.09771235850838063,1.1477990120028556,3
4,1198.0,0.030291931960505912,-0.8574883720930233,2
8,1200.0,-0.06775413755565435,-0.02287390029325513,0
16,1201.0,-0.039044109773388215,0.3034108532943458,0
10,1209.0,-0.13108952357506803,-0.8574883720930233,2
8,1219.0,-0.08263317902881127,3.108286729300443,1
1,1220.0,-0.050632911392405056,-0.8574883720930233,2
1,1222.0,-0.09292364990689016,0.8592592592592593,3
1,1228.0,0.06739873108833574,-0.8574883720930233,2
11,1231.0,-0.10803353575837012,-0.026881785575074504,0
13,1234.0,-0.10338247860418999,2.0019904157273833,3
1,1239.0,-0.938530135301353,-0.8574883720930233,2
1,1240.0,0.0399441340782123,-0.8574883720930233,2
2,1242.0,-0.07410528753119774,-0.8574883720930233,2
1,1246.0,-0.07391304347826086,-0.8574883720930233,2
9,1249.0,-0.09955692866759185,1.0734792474104249,3
4,1251.0,-0.09600465276320232,0.8690923292139552,3
12,1254.0,-0.0377885940072174,1.163002508459487,3
2,1255.0,-0.092,0.06224071975427024,0
24,1258.0,-0.06016953960762147,1.122789388759507,3
3,1259.0,-0.043404872695691585,1.3827700551045548,3
2,1260.0,0.005864509605662285,0.7290136770859663,0
1,1293.0,-0.09670886075949367,0.4444444444444444,0
4,1298.0,-0.032058724522771274,1.423947872562087,3
4,1301.0,-0.12876137175193525,-0.8574883720930233,2
7,1319.0,-0.07607558887872096,-0.8574883720930233,2
3,1322.0,-0.13165770580905278,-0.8574883720930233,2
2,1326.0,-0.07174452409758211,0.56274217585693,0
1,1327.0,-0.09999999999999999,-0.8574883720930233,2
9,1334.0,-0.08896430079646962,-0.8574883720930233,2
1,1335.0,-0.006167846309403444,-0.10481927710843372,0
2,1343.0,0.06472283792032957,-0.8574883720930233,2
5,1344.0,-0.165356144532192,0.30037410288153715,0
1,1346.0,-0.938530135301353,-0.16832807570977917,0
11,1349.0,-0.08186125313644982,0.9107780863303118,3
5,1350.0,0.031202956989247313,3.7012058395247522,1
1,1366.0,-0.09683074848280512,-0.8574883720930233,2
16,1392.0,-0.020035646184053704,1.8894678062210377,3
1,1397.0,-0.22941176470588237,-0.28522483940042825,0
3,1399.0,-0.08680151190856249,1.8968524104601512,3
3,1400.0,0.06636005711834427,1.8110823540779724,3
1,1401.0,-0.07539863325740319,1.6562255285826155,3
14,1408.0,-0.09244485486941417,1.501716025669882,3
7,1410.0,-0.07895853507558862,0.5959018862633046,0
1,1413.0,-0.09393122049898854,4.974877536738978,4
1,1415.0,0.20511363636363641,-0.8574883720930233,2
24,1418.0,-0.032684684866951245,-0.8574883720930233,2
14,1419.0,-0.04816907952498553,0.6126128241565847,0
2,1421.0,-0.13865825327140702,-0.11083566573370654,0
7,1422.0,0.004420353791753331,1.4264346253783728,3
7,1424.0,-0.0060586538866832535,0.09188843183307517,0
6,1425.0,-0.09545662075929787,1.4950682590673798,3
1,1430.0,0.04221218961625281,-0.8574883720930233,2
2,1432.0,-0.060311750599520375,0.41133321154548774,0
14,1433.0,-0.0033005622896024947,0.6460970047915423,0
2,1434.0,-0.11976780307949286,-0.8574883720930233,2
4,1436.0,0.021956872515083794,-0.8574883720930233,2
4,1442.0,-0.06288291571176864,-0.8574883720930233,2
7,1443.0,-0.07673897061708017,1.7405793527364877,3
6,1444.0,-0.11562860130245393,1.3880112288907958,3
7,1445.0,-0.0019853621420955667,1.3415302475042508,3
2,1446.0,-0.032333389618984944,0.09417328939716996,0
1,1450.0,-0.938530135301353,-0.8574883720930233,2
2,1454.0,-0.0016105263754512995,0.4652813049616935,0
1,1457.0,-0.938530135301353,4.42124248496994,4
2,1458.0,-0.05251562923060135,-0.8574883720930233,2
2,1465.0,0.07033016213319038,-0.8574883720930233,2
2,1469.0,-0.1275206611570248,-0.8574883720930233,2
10,1470.0,0.027400210129478908,1.9939952863956014,3
2,1473.0,-0.12250043412974862,-0.8574883720930233,2
10,1476.0,0.00840762272530581,0.2778471908278486,0
3,1484.0,0.07121397543264088,-0.8574883720930233,2
3,1489.0,-0.03201632527057456,1.7352358922677766,3
1,1490.0,-0.04734177215189873,0.4888888888888889,0
2,1491.0,-0.058653536754507636,1.557453044825249,3
1,1498.0,-0.2569546120058565,-0.8574883720930233,2
2,1500.0,-0.023555399143478647,-0.8574883720930233,2
1,1503.0,0.14546360917248255,-0.8574883720930233,2
2,1517.0,-0.015523483168715987,-0.8574883720930233,2
5,1520.0,-0.022351099783255397,-0.11899053627760252,0
1,1522.0,-0.05220048899755502,1.0302176696542893,3
1,1526.0,-0.938530135301353,-0.11642886261720344,0
3,1527.0,-0.06604001672809014,-0.11891592920353983,0
6,1530.0,-0.0417662198912199,0.5845936233025794,0
1,1536.0,-0.938530135301353,0.5013312451057166,0
2,1548.0,-0.938530135301353,1.3455359255633685,3
1,1553.0,-0.00458715596330276,-0.8574883720930233,2
3,1558.0,-0.11170667934395055,0.09249926448261266,0
6,1560.0,0.003808620847825149,0.22869017409263656,0
15,1561.0,-0.03416709633473769,0.7912850539032004,0
3,1562.0,-0.08757003101785044,1.3983034074611318,3
1,1563.0,-0.12867332382310984,-0.8574883720930233,2
5,1564.0,-0.13399028291095733,0.6840367059886754,0
10,1565.0,-0.049236161118296554,0.031704679306525825,0
22,1570.0,0.0065730179679540845,1.3114520342255953,3
17,1591.0,0.0032693640977103167,-0.8574883720930233,2
2,1594.0,-0.1382428722721012,-0.8574883720930233,2
5,1595.0,0.05670878335566108,0.7371410220770507,0
11,1608.0,-0.002144715525568101,1.344202444971673,3
1,1610.0,-0.0957004160887656,0.15848484848484845,0
1,1612.0,0.0027000964320154294,-0.10576540755467195,0
2,1619.0,-0.08985365853658538,0.46935288869502295,0
1,1627.0,-0.0512893982808023,1.1748427672955974,3
7,1638.0,-0.0722175629538404,-0.8574883720930233,2
3,1641.0,0.1910339389986544,-0.8574883720930233,2
1,1642.0,0.06992582602832097,-0.8574883720930233,2
5,1647.0,-0.023421205452622718,2.0989708317510574,1
1,1648.0,-0.15560538116591927,0.2569433669511249,0
20,1653.0,-0.02743771264384486,1.1319555596759168,3
2,1655.0,-0.18967338258192779,0.945499326493179,3
17,1664.0,-0.06404855617063361,1.2717247777216605,3
23,1665.0,-0.09546539543501517,3.194902450348381,1
5,1680.0,-0.019489281963396412,-0.8574883720930233,2
1,1683.0,-0.27167138810198305,1.262285287528006,3
1,1706.0,0.009130434782608691,0.4384615384615385,0
4,1720.0,-0.04599539921834495,-0.008638743455497385,0
1,1731.0,0.002155688622754491,-0.06809583858764187,0
1,1733.0,0.02882096069868996,0.4805429864253393,0
6,1734.0,0.004988827147795745,-0.8574883720930233,2
53,1735.0,0.011068556475558522,0.6928766787996874,0
1,1740.0,0.002809917355371901,1.0251089799476898,3
1,1745.0,-0.09749702026221692,0.9613026819923373,3
3,1748.0,0.08387896916842887,1.8481225000808408,3
4,1750.0,0.030497168351269584,1.1593175853018372,3
10,1752.0,-0.05296974943423437,-0.8574883720930233,2
3,1762.0,-0.07163061564059901,0.372098513704223,0
2,1772.0,0.06019417475728156,1.3630387205387207,3
3,1785.0,0.126310057225499,-0.8574883720930233,2
1,1793.0,-0.09517045454545453,-0.8574883720930233,2
45,1794.0,0.05191838905123959,0.5635542386622424,0
3,1798.0,-0.05587786259541983,1.6197284148270927,3
4,1799.0,-0.027704830912975154,1.1610543875845178,3
2,1800.0,-0.09058737818293985,-0.8574883720930233,2
2,1808.0,-0.07662558139534884,-0.8574883720930233,2
1,1810.0,-0.06434599156118143,0.8778260869565216,3
1,1812.0,-0.056768558951965066,-0.8574883720930233,2
21,1813.0,-0.013370629152425859,-0.010285714285714283,0
4,1814.0,-0.09617553171237257,0.47681405533748755,0
1,1815.0,-0.938530135301353,1.0955205047318612,3
6,1822.0,-0.06584596625356748,-0.8574883720930233,2
5,1823.0,-0.0699136310621005,-0.8574883720930233,2
1,1824.0,-0.03238636363636363,-0.8574883720930233,2
1,1832.0,0.04221967963386729,-0.8574883720930233,2
2,1833.0,0.10446885942160551,-0.8574883720930233,2
11,1843.0,-0.1188183357420615,2.0034574723085776,3
2,1854.0,-0.16528231959886636,0.757659481183778,0
2,1855.0,0.003975535168195718,1.3340432339135742,3
2,1856.0,-0.10447128259910046,2.203513181306232,1
1,1861.0,-0.1,0.48225108225108226,0
5,1870.0,-0.06400134284859774,1.6171082455418024,3
2,1872.0,0.015840518432542985,-0.09803299595975298,0
4,1873.0,-0.10865236052828568,1.5790643533563344,3
3,1885.0,0.24999863825391624,0.8315605318404479,3
3,1889.0,-0.07059781293917892,-0.8574883720930233,2
1,1893.0,-0.1625386996904025,-0.8574883720930233,2
6,1902.0,-0.1225139850755816,1.0922620611533527,3
3,1907.0,-0.18960244648318042,1.0652228384464815,3
3,1908.0,-0.04459724950884084,1.3261175517313675,3
4,1914.0,-0.014147798758420019,-0.8574883720930233,2
6,1917.0,-0.938530135301353,0.950077338375437,3
2,1927.0,0.04885795454545455,1.3086630198176035,3
2,1929.0,-0.04947063943605599,-0.8574883720930233,2
1,1938.0,-0.938530135301353,0.9838942307692309,3
6,1944.0,-0.041535955721707825,-0.01567164179104478,0
1,1949.0,-0.938530135301353,2.7556089743589745,1
4,1950.0,-0.044358540419026,-0.8574883720930233,2
1,1952.0,0.09130141604855029,-0.8574883720930233,2
1,1953.0,-0.1,0.4873563218390805,0
5,1955.0,-0.1273211561972907,-0.8574883720930233,2
29,1959.0,-0.07687518663234535,2.4320073345999615,1
16,1960.0,-0.0510059731388288,-0.8574883720930233,2
1,1964.0,-0.09789801479174776,-0.8574883720930233,2
4,1966.0,-0.058630184998344194,-0.8574883720930233,2
6,1969.0,-0.018047236796804367,1.4108946555362565,3
2,1970.0,-0.04618962670860424,-0.8574883720930233,2
4,1971.0,-0.03736871295512375,1.1231420130988008,3
1,1973.0,0.014798206278026914,-0.0460822342901474,0
3,1975.0,-0.07208123111900092,0.8515000995707612,3
4,1976.0,0.1627971693429816,-0.8574883720930233,2
10,1977.0,0.03184449881742156,-0.8574883720930233,2
14,1978.0,-0.07478858794746028,-0.8574883720930233,2
13,1979.0,0.029351989056057924,0.20127069935134098,0
2,1980.0,0.01876834596218177,-0.06540971718636694,0
1,1981.0,-0.04872192099147946,-0.8574883720930233,2
1,1982.0,-0.06184971098265898,-0.8574883720930233,2
4,1983.0,-0.1211003656846934,0.48938727928892417,0
3,1984.0,-0.0951572562299296,0.03397542460904679,0
4,1985.0,-0.07693854197762037,0.4977959108608177,0
8,1986.0,-0.10174001380976529,2.08736113023719,1
6,1987.0,-0.12088359830639166,1.1287959205123612,3
1,1990.0,-0.1,1.4469801337725863,3
6,1991.0,-0.10992756894498934,2.408439348161704,1
2,1993.0,-0.027745664739884386,-0.8574883720930233,2
1,1994.0,-0.938530135301353,-0.27081967213114755,0
7,1995.0,-0.0940587306354036,1.993461857205368,3
4,1998.0,0.007203718048024786,0.18701968647145112,0
1,1999.0,-0.060871876661350424,-0.8574883720930233,2
8,2000.0,-0.0929701637777809,1.2621616259451556,3
2,2001.0,-0.0427098583204445,-0.06751430387794023,0
3,2002.0,0.16621167182218147,0.18144164278524355,0
2,2003.0,0.02195945945945946,2.3319263579028724,1
6,2005.0,-0.027424230368550483,0.33549182561100804,0
4,2007.0,-0.1378055805760496,0.8850503709675155,3
3,2009.0,-0.12639362408891328,1.0896864742872077,3
2,2015.0,0.137158547008547,-0.016784452296819786,0
3,2016.0,-0.07293068971813609,-0.8574883720930233,2
3,2017.0,-0.0035950599002873493,1.7736638562399094,3
2,2019.0,-0.05191539923954372,0.5266873644459003,0
2,2020.0,-0.09781510945328359,-0.8574883720930233,2
1,2021.0,-0.938530135301353,0.9371880199667222,3
2,2023.0,-0.08226600985221674,1.5950837517292662,3
2,2024.0,2.911752433450072e-19,1.6107835832734327,3
1,2025.0,-0.0914819944598338,2.6759245830311826,1
2,2027.0,0.2728583810773185,-0.8574883720930233,2
11,2031.0,0.012912807899040028,-0.022462562396006653,0
21,2032.0,-0.06276594443999049,2.6494595109749213,1
3,2033.0,0.05353733857383493,0.9515366522546479,3
4,2035.0,-0.10339290235268445,-0.0284655300222387,0
3,2037.0,-0.1987224691298092,-0.8574883720930233,2
5,2038.0,-0.11267599337609231,1.0062475837605251,3
7,2039.0,-0.006689990149912196,4.0434155769301485,4
7,2041.0,-0.002487115812319634,-0.04806102987921169,0
3,2042.0,-0.13501679527808116,-0.8574883720930233,2
12,2043.0,0.09599595756165802,2.175397595025073,1
1,2044.0,-0.09999999999999999,1.041628959276018,3
7,2046.0,0.05011827769283841,1.3074724104925868,3
1,2048.0,0.11919831223628692,0.39934782608695646,0
1,2049.0,0.016462841015992477,-0.050724637681159424,0
2,2052.0,-0.028935663618776756,-0.8574883720930233,2
10,2053.0,-0.09980282437456581,1.1555863531972714,3
1,2054.0,0.01835871404399323,0.9342082239720035,3
15,2055.0,-0.0586261598881052,1.790113102582218,3
1,2056.0,-0.0940886699507389,0.8103725346968592,0
2,2057.0,-0.01020583798021222,0.32388604821037253,0
32,2059.0,0.024306161563413697,0.866268740026502,3
38,2060.0,0.029946575533460983,1.6511698113207547,3
2,2061.0,-0.06394239540922801,0.4616672915885514,0
2,2062.0,-0.15,-0.8574883720930233,2
1,2064.0,-0.15566502463054183,2.6594594594594594,1
6,2065.0,-0.13553456408091188,0.6112420972249621,0
4,2066.0,-0.06338761303113588,0.934761664145802,3
1,2068.0,-0.2,5.922123080478121,4
4,2069.0,0.007237871674491392,1.5266010966311856,3
